ORDER,DISTRICT,CONSTITUENCY,SUB COUNTY,PARISH,STATION,REG VOTERS,ABED  BWANIKA,AMAMA  MBABAZI,BARYAMUREEBA  VENANSIUS,BENON  BUTA BIRAARO,KIZZA  BESIGYE KIFEFE,MABIRIZI  JOSEPH,MAUREEN  FAITH KYALYA WALUUBE,YOWERI  KAGUTA MUSEVENI,VALID VOTES,INVALID VOTES,TOTAL VOTES
26197,100 KALUNGU,118 KALUNGU COUNTY WEST,003 KALUNGU TOWN COUNCIL,019 LUSAANA WARD,01 KALUNGU TOWN ACADEMY,403,4,2,1,0,130,1,0,149,287,11,298
26198,100 KALUNGU,118 KALUNGU COUNTY WEST,003 KALUNGU TOWN COUNCIL,019 LUSAANA WARD,02 LUSAANA CATHOLIC CHURCH,654,12,1,1,1,281,0,1,190,487,8,495
26199,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,002 KIHUNDA,01 KIHUNDA PARISH HQTRS (A-L),573,3,3,2,2,84,0,1,312,407,11,418
26200,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,002 KIHUNDA,02 RWENTOBO PRI SCH (A-L),570,0,1,3,0,67,0,2,367,440,10,450
26201,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,002 KIHUNDA,03 KIHUNDA PRI SCH,856,0,3,2,0,161,4,2,473,645,20,665
26202,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,002 KIHUNDA,04 KIHUNDA C.O.U,263,1,2,0,1,36,0,1,156,197,1,198
26203,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,002 KIHUNDA,05 KIHUNDA PARISH HQTRS (M-Z),473,1,0,1,2,112,2,0,215,333,6,339
26204,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,002 KIHUNDA,06 RWENTOBO PRI SCH (M-Z),380,0,1,1,0,75,0,0,212,289,5,294
26205,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,003 KIZIBA,01 KIZIBA PARISH HQTRS (A-L),609,1,0,1,0,81,0,1,320,404,11,415
26206,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,003 KIZIBA,02 RWENGANDO PRI SCH,769,1,5,1,0,150,1,0,387,545,8,553
26207,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,003 KIZIBA,03 MBAGWA SUB TRADING CENTRE,865,1,6,1,1,216,1,1,386,613,9,622
26208,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,003 KIZIBA,04 NGOMA PRI SCH,862,3,4,0,1,130,2,3,454,597,12,609
26209,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,003 KIZIBA,05 KIZIBA PARISH HQTRS (M-Z),574,1,2,2,0,80,0,1,294,380,6,386
26210,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,005 KYAGAJU,01 KYAGAJU PARISH HQTRS,534,1,0,2,0,110,0,1,288,402,4,406
26211,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,005 KYAGAJU,02 KAMUGUNGUNU PRI SCH,588,0,5,0,0,85,0,2,341,433,6,439
26212,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,006 MIGINA,01 NYAKABIRA PRI SCH,608,0,1,0,0,151,2,1,285,440,10,450
26213,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,006 MIGINA,02 MIGINA TRADING CENTRE,504,1,0,3,0,91,2,0,231,328,7,335
26214,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,006 MIGINA,03 KATANGA TRADING CENTRE,387,1,0,1,0,54,0,0,220,276,13,289
26215,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,006 MIGINA,04 KAGANDO LC I OFFICE COMPOUND,567,1,2,1,2,76,0,0,359,441,1,442
26216,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,006 MIGINA,05 RWENKUBA LC I,258,0,1,0,1,92,1,0,105,200,9,209
26217,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KAGANGO,006 MIGINA,06 MASHOJWA C.O.U,367,0,1,1,0,52,0,0,241,295,7,302
26218,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,010 KATOOMA,01 KATOOMA PARISH HQTRS,743,1,0,0,1,173,0,0,337,512,7,519
26219,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,010 KATOOMA,02 MUSHANJU TRADING CENTRE,525,1,1,0,2,115,0,7,281,407,8,415
26220,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,010 KATOOMA,03 KARUSHANGA TRADING CENTRE,433,1,0,1,2,85,0,1,252,342,6,348
26221,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,011 KIGARAMA,01 KABUSTYE PRI SCH,718,1,6,2,0,90,0,3,377,479,13,492
26222,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,011 KIGARAMA,02 KATANOGA PRI SCH,896,1,5,5,2,175,1,1,411,601,18,619
26223,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,011 KIGARAMA,03 KIGARAMA SUB COUNTY HQTRS,553,1,1,0,0,95,0,2,288,387,7,394
26224,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,011 KIGARAMA,04 RUBUMBA PRI SCH,557,2,5,4,1,108,0,3,293,416,14,430
26225,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,011 KIGARAMA,05 KIGARAMA TWETUNGYE COOP SOCIETY,293,2,1,2,0,38,0,2,185,230,4,234
26226,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,011 KIGARAMA,06 BUNURA PRI SCH,399,2,1,1,0,69,0,2,228,303,2,305
26227,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,015 BWAYEGAMBA,01 NYAKWEBUNDIKA SEC SCH,358,0,1,0,0,61,0,0,224,286,9,295
26228,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,015 BWAYEGAMBA,02 BWAYEGAMBA PARISH HQTRS,578,1,6,2,1,115,1,2,281,409,7,416
26229,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,015 BWAYEGAMBA,03 BWAYEGAMBA PRI SCH,636,1,1,4,1,105,0,1,368,481,2,483
26230,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,015 BWAYEGAMBA,04 NYAKWEBUNDIKA PRI SCH,510,2,0,4,0,61,0,1,288,356,10,366
26231,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,015 BWAYEGAMBA,05 KAGORGORO PRI SCH,519,2,2,2,1,111,1,4,294,417,5,422
26232,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,015 BWAYEGAMBA,06 NYAKASHARARA PRI SCH,392,1,2,1,0,57,0,3,247,311,6,317
26233,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,024 RUNYINYA,01 RUNYINYA PRI SCH,402,1,6,1,0,78,0,0,231,317,4,321
26234,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,024 RUNYINYA,02 KAMULINDA PRI SCH,550,1,4,0,0,87,0,2,318,412,8,420
26235,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,024 RUNYINYA,03 RUNYINYA PARISH HQTRS,284,3,2,0,0,50,0,0,180,235,1,236
26236,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,024 RUNYINYA,04 RUNYINYA CATHOLIC CHURCH,360,0,3,1,0,55,0,1,239,299,2,301
26237,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,024 RUNYINYA,05 KIGARAMA C.O.U,402,3,0,2,0,42,0,1,237,285,16,301
26238,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,028 KYENGANDO,01 KYENGANDO PRI SCH,420,2,3,2,0,93,0,0,186,286,13,299
26239,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,028 KYENGANDO,02 RWENGIRI PRI SCH,589,0,3,0,2,109,1,1,345,461,10,471
26240,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,028 KYENGANDO,03 KAJU,265,2,1,1,0,33,1,0,159,197,4,201
26241,101 SHEEMA,021 SHEEMA COUNTY NORTH,002 KIGARAMA,028 KYENGANDO,04 RWENKAIRA TRADING CENTRE,299,1,1,1,0,86,1,0,157,247,2,249
26242,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,016 KITOJO,01 BUSESIRE PRI SCH,630,1,3,1,0,143,1,0,340,489,9,498
26243,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,016 KITOJO,02 KITOJO PARISH HQTRS,492,0,5,0,0,102,1,0,261,369,6,375
26244,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,016 KITOJO,03 MUTOJO INTEGRATED PRI SCH,724,0,2,0,0,145,2,0,352,501,15,516
26245,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,016 KITOJO,04 RUSHOROZA PRI SCH,667,1,1,2,1,150,0,0,340,495,6,501
26246,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,016 KITOJO,05 MADRASAT PRI SCH,406,0,3,1,1,85,0,0,218,308,17,325
26247,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,017 KYANGUNDU,01 NYAKABIRIZI PRI SCH,408,1,1,0,1,77,0,2,232,314,8,322
26248,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,017 KYANGUNDU,02 KYABAHAIJA PRI SCH,711,6,5,3,2,102,3,2,415,538,9,547
26249,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,017 KYANGUNDU,03 KYANGYENYI PRI SCH,646,2,5,3,0,144,2,1,327,484,9,493
26250,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,017 KYANGUNDU,04 KAKINDO PRI SCH,689,1,4,1,0,142,2,2,322,474,6,480
26251,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,017 KYANGUNDU,05 BWINA PRI SCH,332,2,3,2,0,85,0,1,183,276,3,279
26252,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,018 MASYORO,01 MIGYEREBIRI PRI SCH,557,0,1,0,0,108,0,2,298,409,9,418
26253,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,018 MASYORO,02 MASYORO PRI SCH,776,0,2,1,1,183,0,1,351,539,7,546
26254,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,018 MASYORO,03 MASYORO HEALTH CENTRE II,555,1,2,0,0,109,0,1,336,449,8,457
26255,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,019 MUZIRA,01 KARYANGO PLAYGROUND,491,2,1,1,1,97,0,1,254,357,12,369
26256,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,019 MUZIRA,02 RYAMASA PRI SCH,708,0,2,2,1,165,0,1,325,496,9,505
26257,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,019 MUZIRA,03 MUZIRA PARISH HQTRS,712,1,1,1,0,109,0,1,390,503,10,513
26258,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,019 MUZIRA,04 KAZINGANGOLE PLAYGROUND,449,0,1,2,2,66,0,1,265,337,4,341
26259,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,019 MUZIRA,05 RYAKAHUNGU AHAKINYINYA,562,1,2,0,1,72,0,0,355,431,27,458
26260,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,020 RUSHOZI,01 KIBUTAMO PRI SCH,550,1,4,1,1,100,0,2,308,417,8,425
26261,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,020 RUSHOZI,02 KIBUTAMO WORD OF LIFE CHURCH,777,0,1,2,1,105,0,2,403,514,34,548
26262,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,020 RUSHOZI,03 RUSHOZI PARISH HQTRS,869,0,1,2,0,196,0,0,385,584,10,594
26263,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,020 RUSHOZI,04 RUSHOZI HEALTH CENTRE II,598,0,3,0,0,79,0,1,331,414,3,417
26264,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,020 RUSHOZI,05 KYERIMA COFFEE STORE,485,2,0,0,1,129,0,3,238,373,10,383
26265,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,025 RWEIBARE,01 RWEIBARE PRI SCH,814,0,1,0,0,123,0,2,411,537,15,552
26266,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,025 RWEIBARE,02 KANENGYERE PRI SCH,579,2,3,2,1,137,0,0,305,450,3,453
26267,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,025 RWEIBARE,04 RWEIBARE KITOOKYE FULL GOSPEL CHURCH,637,0,2,2,2,92,0,1,390,489,6,495
26268,101 SHEEMA,021 SHEEMA COUNTY NORTH,003 KYANGYENYI,025 RWEIBARE,05 KYANGUNDU MOSQUE,393,0,4,0,1,75,0,0,210,290,2,292
26269,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE/ITENDERO TOWN COUNCIL,001 ITENDERO WARD,01 KYAMUNGWE PRI SCH,518,1,0,1,0,115,0,1,225,343,11,354
26270,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,001 ITENDERO WARD,03 ITENDERO VET SCH PLAYGROUND,697,2,2,4,0,178,0,0,319,505,10,515
26271,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,021 KABWOHE WARD,01 ISHEKYE PRI SCH,649,0,0,2,1,148,0,0,365,516,3,519
26272,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,021 KABWOHE WARD,02 SHEEMA STADIUM II,294,0,1,0,1,86,0,0,102,190,0,190
26273,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,021 KABWOHE WARD,03 SHEEMA HALL,290,1,0,0,0,81,0,0,116,198,4,202
26274,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,022 KANYINASHEEMA WARD,01 RWENTUNDA CATHOLIC CHURCH,509,0,1,0,0,104,0,0,269,374,10,384
26275,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,022 KANYINASHEEMA WARD,02 RWABUTURA PRI SCH,686,1,3,2,0,146,0,3,304,459,9,468
26276,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,023 NYANGA WARD,01 KABWOHE MIXED PLAYGROUND,569,2,2,0,1,177,0,3,243,428,8,436
26277,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,023 NYANGA WARD,02 RWEMIKO PRI SCH,486,0,1,3,3,130,0,0,261,398,9,407
26278,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,023 NYANGA WARD,03 KABWOHE TOWN SCHOOL,466,1,3,0,3,116,0,0,227,350,1,351
26279,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,027 KAKUNYU WARD,01 NYAKABWERA TREE SHADE,775,0,2,0,1,214,0,1,374,592,18,610
26280,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,027 KAKUNYU WARD,02 ST. ROSE CHURCH,686,2,2,3,3,210,1,2,259,482,6,488
26281,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,029 NDEEBO WARD,01 EXOTIC ACADEMY PRI SCH PLAY GROUND,374,1,2,0,0,58,0,0,200,261,11,272
26282,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,029 NDEEBO WARD,02 NDEEBO PRI SCH PLAYGROUND,208,1,2,2,2,41,0,0,98,146,0,146
26283,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,030 RUTOOMA WARD,01 SHEEMA STADIUM I (A-L),598,0,2,1,3,149,0,0,253,408,3,411
26284,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,030 RUTOOMA WARD,02 NYAMIYAGA PRI SCH,527,0,2,0,1,94,0,3,297,397,4,401
26285,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,030 RUTOOMA WARD,03 SHEEMA STADIUM I (M-Z),613,2,3,1,1,193,0,1,247,448,11,459
26286,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,031 RWENSHAMA WARD,01 ITENDERO SEN SEC SCH,300,0,0,0,0,65,1,0,119,185,8,193
26287,101 SHEEMA,021 SHEEMA COUNTY NORTH,004 KABWOHE,031 RWENSHAMA WARD,02 GOOD HOPE PRI SCH,632,2,1,3,1,105,0,2,354,468,8,476
26288,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,012 KYABUHARAMBO,01 KYABUHARAMBO PRI SCH,801,3,7,2,2,121,0,1,400,536,10,546
26289,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,012 KYABUHARAMBO,02 NYAKAYOJO PRI SCH,787,4,3,2,1,127,0,2,434,573,11,584
26290,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,012 KYABUHARAMBO,03 NYABWINA PRI SCH,794,3,4,0,1,143,3,0,415,569,14,583
26291,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,012 KYABUHARAMBO,04 NYAKABUNGO PARISH HQTRS,335,0,3,0,0,55,1,0,194,253,8,261
26292,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,013 MABARE,01 MASHERUKA MODERN PRI SCH,680,2,10,2,1,185,0,1,304,505,7,512
26293,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,013 MABARE,02 RWEICUMU PRI SCH,694,0,1,2,0,169,0,2,290,464,15,479
26294,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,013 MABARE,03 MABARE HEALTH CENTRE II,779,4,8,5,1,188,0,4,348,558,7,565
26295,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,014 MASHERUKA,01 KAGAZI PRI SCH,752,2,3,1,0,107,2,1,466,582,8,590
26296,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,014 MASHERUKA,02 KATOJO PRI SCH,678,0,5,2,4,129,0,2,328,470,24,494
26297,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,014 MASHERUKA,03 MASHERUKA PARISH HQTRS,308,0,2,0,0,81,1,2,122,208,2,210
26298,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,014 MASHERUKA,04 MASHERUKA CENTRAL,399,2,2,1,1,66,1,0,202,275,1,276
26299,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,014 MASHERUKA,05 KARUSA SUB PARISH HQTRS,362,3,4,0,0,78,0,1,210,296,6,302
26300,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,014 MASHERUKA,06 MASHERUKA TECHNICAL INSTITUTE,223,1,3,0,0,46,0,0,123,173,5,178
26301,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,026 BURINGO,01 MUKONO PRI SCH,539,2,1,1,0,131,0,1,267,403,18,421
26302,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,026 BURINGO,02 BURINGO PRI SCH,674,3,2,1,0,139,1,4,314,464,4,468
26303,101 SHEEMA,021 SHEEMA COUNTY NORTH,005 MASHERUKA,026 BURINGO,03 NYAKAMBU PRI SCH,614,1,3,1,0,136,0,3,325,469,14,483
26304,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,004 KYABANDARA WARD,01 KATWE PRI SCH,781,0,2,2,0,116,2,2,434,558,4,562
26305,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,004 KYABANDARA WARD,02 KYABANDARA PARISH HQTRS,837,1,3,2,0,143,1,1,472,623,10,633
26306,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,004 KYABANDARA WARD,03 KYABANDARA MOSQUE,637,2,4,1,1,105,2,0,367,482,17,499
26307,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,004 KYABANDARA WARD,04 RWEYESHERA PRI SCH,733,1,0,1,0,134,1,1,376,514,12,526
26308,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,007 NYAKASHAMBYA WARD,01 NYAKASHAMBYA PRI SCH,794,1,5,0,2,150,1,0,414,573,14,587
26309,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,007 NYAKASHAMBYA WARD,02 KIBINGO COUNTY HQTRS,370,0,5,0,2,68,0,0,185,260,12,272
26310,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,008 NYARWESHAMA WARD,01 KAGONGI PRI SCH,504,0,5,1,0,98,0,3,283,390,11,401
26311,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,008 NYARWESHAMA WARD,02 KYOGERA TERTIARY COLLEGE,437,1,3,0,1,89,0,0,241,335,1,336
26312,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,008 NYARWESHAMA WARD,03 MUKINGA PRI SCH,758,0,1,1,1,138,1,1,433,576,5,581
26313,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,008 NYARWESHAMA WARD,05 MUSHANGA PRI SCH,492,1,1,0,0,92,0,2,269,365,2,367
26314,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,008 NYARWESHAMA WARD,06 NYARWESHAMA PARISH HQTRS,372,0,1,0,1,62,0,0,226,290,6,296
26315,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,009 RWAMUJOJO WARD,01 RWAMUJOJO PRI SCH,733,3,0,1,0,156,0,0,377,537,10,547
26316,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,009 RWAMUJOJO WARD,02 RWAMUJOJO PARISH HQTRS,908,1,2,1,1,172,0,2,442,621,12,633
26317,101 SHEEMA,021 SHEEMA COUNTY NORTH,006 SHEEMA TOWN COUNCIL,009 RWAMUJOJO WARD,03 KARENGYERO TRADING CENTRE,555,2,1,2,0,104,1,0,323,433,9,442
26318,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KASHOZI,008 KASHOZI EAST,01 KANEKYE TRADING CENTRE,778,0,6,1,4,149,0,0,386,546,8,554
26319,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KASHOZI,008 KASHOZI EAST,02 KASHOZI PRI SCH,485,2,1,1,0,127,0,0,215,346,21,367
26320,101 SHEEMA,021 SHEEMA COUNTY NORTH,001 KASHOZI,008 KASHOZI EAST,03 CALVARY PRI SCH,356,0,3,0,1,117,0,2,168,291,11,302
26321,101 SHEEMA,022 SHEEMA COUNTY SOUTH,001 KASHOZI,014 KARERA NORTH,01 KIKONKO PRI SCH,893,2,4,4,1,195,0,0,468,674,11,685
26322,101 SHEEMA,022 SHEEMA COUNTY SOUTH,001 KASHOZI,014 KARERA NORTH,02 KISO - KARERA PRI SCH,606,0,10,4,1,122,0,2,320,459,6,465
26323,101 SHEEMA,022 SHEEMA COUNTY SOUTH,001 KASHOZI,014 KARERA NORTH,03 KISOROZA WEST TRADING CENTRE,454,2,5,0,0,59,0,0,287,353,3,356
26324,101 SHEEMA,022 SHEEMA COUNTY SOUTH,001 KASHOZI,021 KARERA SOUTH,01 RWAKIZIBWA PRI SCH,670,1,5,0,0,86,0,0,391,483,17,500
26325,101 SHEEMA,022 SHEEMA COUNTY SOUTH,001 KASHOZI,021 KARERA SOUTH,02 ITEGYERO PRI SCH,885,3,5,3,0,149,0,1,469,630,26,656
26326,101 SHEEMA,022 SHEEMA COUNTY SOUTH,001 KASHOZI,025 KASHOZI CENTRAL,01 RWEIGAAGA PRI SCH,472,1,0,0,0,126,0,1,228,356,6,362
26327,101 SHEEMA,022 SHEEMA COUNTY SOUTH,001 KASHOZI,025 KASHOZI CENTRAL,02 KASHOZI CENTRAL PARISH HQTRS,868,3,4,1,1,177,0,1,435,622,7,629
26328,101 SHEEMA,022 SHEEMA COUNTY SOUTH,001 KASHOZI,026 KASHOZI WEST,01 BUTSIBO PRI SCH,654,0,2,0,1,111,0,1,346,461,8,469
26329,101 SHEEMA,022 SHEEMA COUNTY SOUTH,001 KASHOZI,026 KASHOZI WEST,02 RWANYAMUKINYA MARKET,766,3,6,1,3,146,0,0,394,553,15,568
26330,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,003 KASHEKURO,01 NYABUBARE CHURCH SCH,325,1,3,1,2,78,0,0,157,242,7,249
26331,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,003 KASHEKURO,02 KASHEKURO PARISH HQTRS II,534,0,3,3,0,149,0,0,222,377,12,389
26332,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,003 KASHEKURO,03 KISHENYI PRI SCH,553,2,4,2,0,155,1,2,250,416,11,427
26333,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,003 KASHEKURO,04 KASHEKURO PRI SCH,506,2,3,1,0,113,0,0,202,321,15,336
26334,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,003 KASHEKURO,05 KITOJO I,401,1,4,0,0,64,1,0,226,296,19,315
26335,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,004 KYARUSHAKARA,01 KINYEMI PRI SCH,690,0,3,0,1,123,0,2,361,490,26,516
26336,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,004 KYARUSHAKARA,02 BWOOMA I PRI SCH,742,0,4,2,1,191,0,2,337,537,7,544
26337,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,005 KYEIBANGA EAST,01 KYARUGOME PRI SCH,414,1,2,1,0,114,2,1,205,326,12,338
26338,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,005 KYEIBANGA EAST,02 KYEIBANGA PRI SCH,219,3,2,0,0,63,0,0,89,157,3,160
26339,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,005 KYEIBANGA EAST,03 KYEIBANGA HEALTH CENTRE II COMPOUND,392,0,2,2,0,133,0,0,162,299,7,306
26340,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,005 KYEIBANGA EAST,04 NYAKABIRIZI PARENT'S SCH,478,1,0,2,1,116,0,1,241,362,10,372
26341,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,006 MUHITO,01 RWEMIHINGO PRI SCH,467,0,0,1,0,139,0,0,199,339,15,354
26342,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,006 MUHITO,02 MUHITO CATHOLIC CHURCH COMPOUND,547,1,3,2,0,70,0,0,330,406,13,419
